body,brand,cit,color,gear,price,usage,year
بدون رنگ,جک S5 اتوماتیک,شیراز، مرودشت,سفید,اتوماتیک,۲۹۰٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، دنده پشت فرمان ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، اتو هلد ، رادار ، دی لایت ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، کول باکس ، ترمز دستی برقی ، دوربین 360 درجه,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,شیراز، شهرک گلستان,سفید,اتوماتیک,۲۹۰٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، اتو هلد ، رادار ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، ترمز دستی برقی ، دوربین 360 درجه,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,شیراز، باهنر جنوبی,سفید,اتوماتیک,۲۳۵٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، دی لایت ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، کول باکس ، ترمز دستی برقی ، دوربین 360 درجه,۲۰۱۶ - ۱۳۹۵
بدون رنگ,جک S5 اتوماتیک,شیراز، امیرکبیر,نقدی,اتوماتیک,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,شیراز، سیاحتگر,سفید,اتوماتیک,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,شیراز، زند,سفید,اتوماتیک,۲۷۰٫۰۰۰٫۰۰۰ تومان,سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، آینه تاشو برقی ، ترمز دستی برقی,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,شیراز، امیرکبیر,سفید,اتوماتیک,۲۴۰٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، صندلی برقی ، آینه تاشو برقی ، ترمز دستی برقی,۲۰۱۶ - ۱۳۹۵
توافقی,جک S5 دنده‌ای,شیراز، پاسداران,دنده‌ای,فرمان برقی ، سنسور عقب و جلو ، کولر دوال ، اتو هلد ، دی لایت ، آینه تاشو برقی,۴۹٫۵۰۰,,۲۰۱۶ - ۱۳۹۵
دنده‌ای,جک S5 دنده‌ای,شیراز، همت جنوبی (ایمان),بدون رنگ,آینه تاشو برقی ، دوربین 360 درجه,۶۸٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,جک S5 اتوماتیک,قم، شهرک قدس,سفید,اتوماتیک,۲۶۸٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، ترمز دستی برقی,۲۰۱۷ - ۱۳۹۶
بدون رنگ,جک S5 اتوماتیک,قم، زنبیل‌آباد (شهید صدوقی),سفید,اتوماتیک,۲۷۷٫۰۰۰٫۰۰۰ تومان,۲۰٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,قم، زنبیل‌آباد (شهید صدوقی),سفید,اتوماتیک,۲۶۸٫۰۰۰٫۰۰۰ تومان,۴۹٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,جک S5 اتوماتیک,قم، امام,نقدی,اتوماتیک,توافقی,سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کروز کنترل ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، ترمز دستی برقی,۲۰۱۸ - ۱۳۹۷
اتوماتیک,جک S5 اتوماتیک,قم، امام,بدون رنگ,۲۴۲٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سانروف ، کروز کنترل ، رادار ، صندلی برقی ، آینه تاشو برقی ، ترمز دستی برقی ، دوربین 360 درجه,۷۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
دنده‌ای,جک S5 دنده‌ای,قم، آزادگان,بدون رنگ,۲۰۰٫۰۰۰٫۰۰۰ تومان,۱۲۰,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,جک S5 اتوماتیک,قم، زنبیل‌آباد (شهید صدوقی),مشکی,دنده‌ای,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، کروز کنترل ، دی لایت ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، کول باکس ، ترمز دستی برقی ، دوربین 360 درجه,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,قم، باجک (۱۹ دی),مشکی,اتوماتیک,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، کروز کنترل ، اتو هلد ، رادار ، دی لایت ، صندلی کودک ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، کول باکس ، ترمز دستی برقی ، دوربین 360 درجه,۲,۲۰۱۹ - ۱۳۹۸
اتوماتیک,جک S5 اتوماتیک,قم، بلوار کاشانی,نقدی,توافقی,۲۵٫۰۰۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,قم، بلوار امین,سفید,اتوماتیک,۲۸۵٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، اتو هلد ، آینه تاشو برقی ، حافظه صندلی ، ترمز دستی برقی ، دوربین 360 درجه,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,قم، پردیسان,مشکی,اتوماتیک,۲۶۵٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، ترمز دستی برقی ، دوربین 360 درجه,۲۰۱۷ - ۱۳۹۶
بدون رنگ,جک S5 اتوماتیک,قم، عطاران,سفید,اتوماتیک,۲۵۵٫۰۰۰٫۰۰۰ تومان,سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، اتو هلد ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، ترمز دستی برقی ، دوربین 360 درجه,۲۰۱۶ - ۱۳۹۵
بدون رنگ,جک S5 اتوماتیک,قم، امام,سفید,اتوماتیک,۲۸۲٫۰۰۰٫۰۰۰ تومان,۴۳٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 دنده‌ای,قم، شهرک قدس,سفید,دنده‌ای,۲۲۵٫۰۰۰٫۰۰۰ تومان,سانروف ، آینه تاشو برقی ، دوربین 360 درجه,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,جک S5 دنده‌ای,قم، توحید,سفید,دنده‌ای,۲۲۲٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سانروف ، کولر دوال ، کروز کنترل ، دی لایت ، آینه تاشو برقی ، دوربین 360 درجه,۲۰۱۶ - ۱۳۹۵
,جک S5 اتوماتیک,قم، باجک (۱۹ دی),,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,قم، امام,سفید,اتوماتیک,۵۰٫۰۰۰٫۰۰۰ تومان,۰,قبل از ۱۹۸۷ - قبل از ۱۳۶۶
بدون رنگ,جک S5 اتوماتیک,قم، امامزاده ابراهیم,سفید,اتوماتیک,۲۹۰٫۰۰۰٫۰۰۰ تومان,۳٫۵۰۰,۲۰۱۸ - ۱۳۹۷
نقدی,فروشی,قم، سالاریه,سفید,بدون رنگ,اتوماتیک,توافقی,جک S5 اتوماتیک
بدون رنگ,جک S5 اتوماتیک,قم، شهرک قدس,مشکی,اتوماتیک,۱,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 دنده‌ای,کرمانشاه,سفید,دنده‌ای,۲۵۵٫۰۰۰٫۰۰۰ تومان,۲٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,کرمانشاه,سفید,اتوماتیک,۲۵۰٫۰۰۰٫۰۰۰ تومان,۹۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
اتوماتیک,جک S5 اتوماتیک,قم، زنبیل‌آباد (شهید صدوقی),بدون رنگ,۲۳۵٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، ترمز دستی برقی,۶۵٫۰۰۰,۲۰۱۶ - ۱۳۹۵
بدون رنگ,جک S5 دنده‌ای,کرمانشاه,خاکستری,دنده‌ای,۲۰۷٫۰۰۰٫۰۰۰ تومان,۴۵٫۰۰۰,۲۰۱۵ - ۱۳۹۴
بدون رنگ,جک S5 دنده‌ای,کرمانشاه,سفید,دنده‌ای,۲۰۵٫۰۰۰٫۰۰۰ تومان,۶۵٫۰۰۰,۲۰۱۵ - ۱۳۹۴
بدون رنگ,جک S5 دنده‌ای,کرمانشاه,سفید,دنده‌ای,۲۰۳٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سانروف ، کولر دوال ، آینه تاشو برقی ، ترمز دستی برقی ، دوربین 360 درجه,۲۰۱۵ - ۱۳۹۴
بدون رنگ,جک S5 دنده‌ای,کرمانشاه,سفید,دنده‌ای,۱۸۸٫۰۰۰٫۰۰۰ تومان,سانروف,۲۰۱۵ - ۱۳۹۴
بدون رنگ,جک S5 اتوماتیک,کرمانشاه,سفید,اتوماتیک,۲۷۰٫۰۰۰٫۰۰۰ تومان,۳۵٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,جک S5 اتوماتیک,کرمانشاه,مشکی,اتوماتیک,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، رادار ، صندلی برقی ، آینه تاشو برقی ، ترمز دستی برقی ، دوربین 360 درجه,۲۸۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,کرمانشاه,سفید,اتوماتیک,۲۵۰٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سانروف ، کروز کنترل ، صندلی کودک ، صندلی برقی ، آینه تاشو برقی ، ترمز دستی برقی ، دوربین 360 درجه,۲۰۱۶ - ۱۳۹۵
بدون رنگ,جک S5 اتوماتیک,کرمانشاه,سفید,اتوماتیک,۲۸۵٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، دنده پشت فرمان ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، اتو هلد ، رادار ، دی لایت ، صندلی کودک ، صندلی برقی ، کول باکس ، ترمز دستی برقی ، دوربین 360 درجه,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,کرمانشاه,سفید,اتوماتیک,۲۸۵٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، دنده پشت فرمان ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، کروز کنترل ، اتو هلد ، دی لایت ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، ترمز دستی برقی ، دوربین 360 درجه,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,کرمانشاه,نقدی,اتوماتیک,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,کرمانشاه,سفید,اتوماتیک,۲۸۲٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، کروز کنترل ، اتو هلد ، دی لایت ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، کول باکس ، ترمز دستی برقی,۲۰۱۸ - ۱۳۹۷
چند لکه رنگ,جک S5 دنده‌ای,کرمانشاه,نوک‌مدادی,دنده‌ای,۱۸۹٫۰۰۰٫۰۰۰ تومان,۷۲٫۰۰۰,۲۰۱۵ - ۱۳۹۴
بدون رنگ,جک S5 اتوماتیک,کرمانشاه,سفید,اتوماتیک,۲۴۷٫۰۰۰٫۰۰۰ تومان,۵۴٫۰۰۰,۲۰۱۶ - ۱۳۹۵
بدون رنگ,جک S5 اتوماتیک,کرمانشاه,سفید,اتوماتیک,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، کروز کنترل ، اتو هلد ، دی لایت ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، کول باکس ، ترمز دستی برقی ، دوربین 360 درجه,۱,۲۰۱۹ - ۱۳۹۸
اتوماتیک,جک S5 اتوماتیک,کرمانشاه,بدون رنگ,۲۷۵٫۰۰۰٫۰۰۰ تومان,۲۱٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,جک S5 دنده‌ای,کرمانشاه,سفید,دنده‌ای,۲۲۸٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سانروف ، کولر دوال ، آینه تاشو برقی ، ترمز دستی برقی ، دوربین 360 درجه,۲۰۱۷ - ۱۳۹۶
اتوماتیک,جک S5 اتوماتیک,کرمانشاه,بدون رنگ,۲۷۲٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، اتو هلد ، دی لایت ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، ترمز دستی برقی,۳۳٫۷۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,کرمانشاه,سفید,اتوماتیک,۲۶۰٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، ترمز دستی برقی,۲۰۱۷ - ۱۳۹۶
بدون رنگ,جک S5 دنده‌ای,کرمانشاه,سفید,دنده‌ای,۲۴۰٫۰۰۰٫۰۰۰ تومان,۱۶٫۰۰۰,۲۰۱۸ - ۱۳۹۷
تک برگی,جک S5 اتوماتیک,کرمانشاه,بدون رنگ,سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، دی لایت ، صندلی برقی ، آینه تاشو برقی ، دوربین 360 درجه,۲۰,,۲۰۱۹ - ۱۳۹۸
,,,,,,,
,,,,,,,
,,,,,,,
بدون رنگ,جک S5 اتوماتیک,کرمانشاه,سفید,اتوماتیک,۲۴۵٫۰۰۰٫۰۰۰ تومان,۴۸٫۰۰۰,۲۰۱۶ - ۱۳۹۵
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
بدون رنگ,جک S5 دنده‌ای,تهران، اختیاریه,مشکی,دنده‌ای,۲۰۰٫۰۰۰٫۰۰۰ تومان,۲۹٫۰۰۰,۲۰۱۵ - ۱۳۹۴
بدون رنگ,جک S5 دنده‌ای,تهران، آجودانیه,سفید,دنده‌ای,۲۴۰٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سانروف ، کولر دوال ، آینه تاشو برقی ، ترمز دستی برقی,۲۰۱۷ - ۱۳۹۶
بدون رنگ,جک S5 اتوماتیک,تهران، میدان آزادی,سفید,اتوماتیک,۲۴۰٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سانروف ، کولر دوال ، صندلی برقی ، آینه تاشو برقی ، ترمز دستی برقی,۲۰۱۶ - ۱۳۹۵
بدون رنگ,جک S5 اتوماتیک,تهران، تهران‌سر,مشکی,اتوماتیک,۹۰۰,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,تهران، ونک,سفید,اتوماتیک,۲۵۵٫۰۰۰٫۰۰۰ تومان,۲۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
بدون رنگ,جک S5 اتوماتیک,تهران، آذربایجان,سفید,اتوماتیک,۲۷۵٫۰۰۰٫۰۰۰ تومان,۱۸٫۰۰۰,۲۰۱۷ - ۱۳۹۶
اتوماتیک,جک S5 اتوماتیک,تهران، خانی‌آباد,بدون رنگ,۲۴۵٫۰۰۰٫۰۰۰ تومان,سانروف ، کروز کنترل ، ترمز دستی برقی,۳۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
بدون رنگ,جک S5 اتوماتیک,تهران، اکباتان,مشکی,اتوماتیک,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,تهران، جنت‌‌آباد مرکزی,سفید صدفی,اتوماتیک,فرمان برقی ، دنده پشت فرمان ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، کروز کنترل ، اتو هلد ، رادار ، دی لایت ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، کول باکس ، ترمز دستی برقی ، دوربین 360 درجه,۱۲٫۰۰۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,تهران، نواب,نقدی,اتوماتیک,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,تهران، افسریه,سفید,اتوماتیک,۲۵۰٫۰۰۰٫۰۰۰ تومان,۷۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
بدون رنگ,جک S5 اتوماتیک,تهران، آجودانیه,مشکی,اتوماتیک,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,تهران، جردن,مشکی,اتوماتیک,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 دنده‌ای,تهران، تهران‌نو,مشکی,دنده‌ای,۲۳۰٫۰۰۰٫۰۰۰ تومان,۳۰٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,جک S5 اتوماتیک,تهران، ظفر,نقدی,اتوماتیک,توافقی,۰,۲۰۱۹ - ۱۳۹۸
,جک S5 اتوماتیک,تهران، قلهک,۰,,,,۲۰۱۹ - ۱۳۹۸
توافقی,جک S5 اتوماتیک,تهران، سلسبیل,اتوماتیک,۰,,,۲۰۱۸ - ۱۳۹۷
اتوماتیک,جک S5 اتوماتیک,تهران، نواب,بدون رنگ,توافقی,۰,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,تهران، کوی فردوس,مشکی,اتوماتیک,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,تهران، تهران‌سر,نقدی,اتوماتیک,توافقی,فرمان برقی ، سانروف ، آینه تاشو برقی ، ترمز دستی برقی,۲۰۱۷ - ۱۳۹۶
بدون رنگ,جک S5 اتوماتیک,تهران، صادقیه,نقدی,اتوماتیک,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,تهران، تهرانپارس غربی,سفید,اتوماتیک,۲۶۲٫۰۰۰٫۰۰۰ تومان,۲۷٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,جک S5 اتوماتیک,تهران، سید خندان,مشکی,اتوماتیک,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 دنده‌ای,تهران، صادقیه,مشکی,اتوماتیک,۲۸۸٫۰۰۰٫۰۰۰ تومان,۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,تهران، مهرآباد جنوبی,مشکی,اتوماتیک,۲۷۹٫۰۰۰٫۰۰۰ تومان,دنده پشت فرمان ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، رادار ، دی لایت ، صندلی کودک ، آینه تاشو برقی ، ترمز دستی برقی ، دوربین 360 درجه,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,تهران، استاد معین,نقدی,اتوماتیک,توافقی,۰,۲۰۱۸ - ۱۳۹۷
اتوماتیک,جک S5 اتوماتیک,تهران، میدان آزادی,نقدی,توافقی,۰,,۲۰۱۸ - ۱۳۹۷
,جک S5 اتوماتیک,تهران، توحید,۰,,,,۲۰۱۸ - ۱۳۹۷
۰,جک S5 اتوماتیک,تهران، سلسبیل,توافقی,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,تهران، سید خندان,سفید,اتوماتیک,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,تهران، سلسبیل,نقدی,اتوماتیک,توافقی,۰,۲۰۱۸ - ۱۳۹۷
,جک S5 اتوماتیک,تهران، صادقیه,۰,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,تهران، قیطریه,نقدی,اتوماتیک,توافقی,۳,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,تهران، شهرک شریعتی,مشکی,اتوماتیک,۲۷۷٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، کروز کنترل ، دی لایت ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، ترمز دستی برقی ، دوربین 360 درجه,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,تهران، ظفر,سفید,اتوماتیک,۰,,۲۰۱۹ - ۱۳۹۸
,جک S5,pa...@gmail.com,,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,تهران، عباس‌آباد,نقدی و قسطی,اتوماتیک,توافقی,۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,تهران، پاسداران,نقدی,اتوماتیک,توافقی,۰,۲۰۱۹ - ۱۳۹۸
اتوماتیک,جک S5 اتوماتیک,تهران، ونک,بدون رنگ,توافقی,۰,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,تهران، کوی بیمه,سفید,اتوماتیک,۲۶۰٫۰۰۰٫۰۰۰ تومان,۳۰٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,جک S5 اتوماتیک,تهران، تجریش,مشکی,اتوماتیک,۰,,۲۰۱۹ - ۱۳۹۸
۲۰٫۰۰۰,جک S5 اتوماتیک,تهران، شهریار,توافقی,,,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,تهران، امانیه,سفید,اتوماتیک,هستم,۱,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,تهران، اندیشه,نقدی,اتوماتیک,توافقی,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، صندلی برقی ، آینه تاشو برقی ، ترمز دستی برقی,۲۰۱۷ - ۱۳۹۶
بدون رنگ,جک S5 اتوماتیک,تهران، شهر قدس,نقدی,اتوماتیک,توافقی,سنسور عقب و جلو ، سانروف ، دی لایت ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، ترمز دستی برقی,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,تهران، سعادت‌آباد,مشکی,اتوماتیک,۲۸۹٫۰۰۰٫۰۰۰ تومان,۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,تهران، نارمک,مشکی,اتوماتیک,۲۴۹٫۰۰۰٫۰۰۰ تومان,سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، آینه تاشو برقی ، ترمز دستی برقی,۲۰۱۶ - ۱۳۹۵
۰,جک S5 اتوماتیک,تهران، گیشا (کوی نصر),۲۹۲٫۰۰۰٫۰۰۰ تومان,,,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 اتوماتیک,تهران، امانیه,نقدی,اتوماتیک,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,تهران، شهر ری,سفید,اتوماتیک,۲۵۷٫۰۰۰٫۰۰۰ تومان,۵۹٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,جک S5 اتوماتیک,تهران، امام حسین(ع),مشکی,اتوماتیک,۲۸۹٫۲۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، دی لایت ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، ترمز دستی برقی,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,تهران، سید خندان,مشکی,اتوماتیک,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 اتوماتیک,تهران، آجودانیه,مشکی,اتوماتیک,۲۹۲٫۰۰۰٫۰۰۰ تومان,۰,۲۰۱۸ - ۱۳۹۷
,جک S5 اتوماتیک,تهران، سهروردی شمالی,۰,,,,۲۰۱۹ - ۱۳۹۸
۲۶۱٫۰۰۰٫۰۰۰ تومان,جک S5 اتوماتیک,تهران، میرداماد,اتوماتیک,فرمان برقی ، سنسور عقب و جلو ، سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، صندلی برقی ، آینه تاشو برقی ، حافظه صندلی ، ترمز دستی برقی,۳۷٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
دنده‌ای,جک S5 دنده‌ای,تهران، نازی‌آباد,نقدی,توافقی,۲,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,جک S5 اتوماتیک,تهران، عباس‌آباد,نقدی و قسطی,اتوماتیک,توافقی,۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,جک S5 دنده‌ای,تهران، پاکدشت,سفید,دنده‌ای,۲۳۵٫۰۰۰٫۰۰۰ تومان,فرمان برقی ، سنسور عقب و جلو ، سانروف ، کولر دوال ، اتو هلد ، دی لایت ، آینه تاشو برقی ، ترمز دستی برقی,۲۰۱۷ - ۱۳۹۶
بدون رنگ,جک S5 اتوماتیک,تهران، میرداماد,سفید,اتوماتیک,سرد کن/گرم کن صندلی و فرمان ، سانروف ، کولر دوال ، دی لایت ، آینه تاشو برقی ، ترمز دستی برقی,۱,۲۰۱۹ - ۱۳۹۸
یک لکه رنگ,جک S5 دنده‌ای,تهران، آذری,سفید,دنده‌ای,۲۰۰٫۰۰۰٫۰۰۰ تومان,سانروف ، آینه تاشو برقی,۲۰۱۶ - ۱۳۹۵
بدون رنگ,جک S5 اتوماتیک,تهران، سرسبز,مشکی,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,جک S5 دنده‌ای,تهران، رباط کریم,سفید,دنده‌ای,۲۳۰٫۰۰۰٫۰۰۰ تومان,۳۹٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,جک S5 اتوماتیک,تهران، کوی دانشگاه,مشکی,اتوماتیک,۲۸۰٫۰۰۰٫۰۰۰ تومان,سرد کن/گرم کن صندلی و فرمان ، سانروف ، آینه تاشو برقی ، ترمز دستی برقی,۲۰۱۸ - ۱۳۹۷
