body,brand,cit,color,gear,price,usage,year
,تیبا صندوق‌دار SX,تهران، خلیج فارس,۳۴٫۰۰۰,,,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,تیبا صندوق‌دار SX,تهران، اندیشه,مشکی,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,تیبا صندوق‌دار EX,تهران، شهر قدس,بدون رنگ,۴۳٫۰۰۰٫۰۰۰ تومان,۱۱۱,,۲۰۱۳ - ۱۳۹۲
بدون رنگ,تیبا صندوق‌دار SX,تهران، وحیدیه,سفید,دنده‌ای,۱۰۶٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,تیبا صندوق‌دار SX,تهران، شهر قدس,نقدی,دنده‌ای,توافقی,۱٫۵۰۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، اندیشه,سفید,دنده‌ای,۱۱۲٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
۱۵۰,تیبا صندوق‌دار SX,تهران، افسریه,هستم,,,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,تیبا صندوق‌دار EX,تهران، ستارخان,نقدی و قسطی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
چند لکه رنگ,تیبا صندوق‌دار EX,تهران، بهارستان,نقره‌ای,دنده‌ای,۳۵٫۵۰۰٫۰۰۰ تومان,۱۸۳,۲۰۱۱ - ۱۳۹۰
بدون رنگ,تیبا صندوق‌دار EX,تهران، بهارستان,نقدی,دنده‌ای,توافقی,۱۰۰,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,تیبا صندوق‌دار EX,تهران، جیحون,خاکستری,دنده‌ای,۴۴٫۰۰۰٫۰۰۰ تومان,۱۲۰,۲۰۱۳ - ۱۳۹۲
بدون رنگ,تیبا صندوق‌دار SX,تهران، پرند,نوک‌مدادی,دنده‌ای,۵٫۷۰۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، میدان آزادی,نوک‌مدادی,دنده‌ای,۴۱٫۸۰۰٫۰۰۰ تومان,۲۰۰,۲۰۱۴ - ۱۳۹۳
بدون رنگ,تیبا صندوق‌دار SX,تهران، مهرآباد جنوبی,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، افسریه,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
آبی,تیبا صندوق‌دار EX,تهران، پردیس,تک برگی,دنده‌ای,۳۰۰٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,تیبا صندوق‌دار SX,تهران، جردن,سفید,دنده‌ای,۵۸٫۵۰۰,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,تیبا صندوق‌دار EX,تهران، شهرک غرب,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، حکیمیه,سفید,دنده‌ای,۱۲,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، بازار,سفید,دنده‌ای,هستم,۲۳۰,۲۰۱۵ - ۱۳۹۴
بدون رنگ,تیبا صندوق‌دار EX,تهران، پاکدشت,سفید صدفی,دنده‌ای,۵۰٫۰۰۰٫۰۰۰ تومان,۵۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
دنده‌ای,تیبا صندوق‌دار SX,تهران، آهنگ,نقدی,توافقی,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، شهرآرا,سفید,دنده‌ای,۳۰٫۰۰۰٫۰۰۰ تومان,۱۰٫۰۰۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، استاد معین,آبی,دنده‌ای,۵۱٫۰۰۰٫۰۰۰ تومان,۴۶٫۰۰۰,۲۰۱۷ - ۱۳۹۶
دنده‌ای,تیبا صندوق‌دار EX,تهران، آذری,بدون رنگ,۱۶۰٫۰۰۰,,,۲۰۱۳ - ۱۳۹۲
بدون رنگ,تیبا صندوق‌دار EX,تهران، آذری,سفید,دنده‌ای,۵۷٫۰۰۰٫۰۰۰ تومان,۷٫۰۰۰,۲۰۱۸ - ۱۳۹۷
۰,تیبا صندوق‌دار SX,تهران، آهنگ,توافقی,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، جردن,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، اوقاف,خاکستری,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، پاکدشت,سفید,دنده‌ای,۱۶۰٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,تیبا صندوق‌دار SX,تهران، بهمن‌ یار,مشکی,دنده‌ای,۴۶٫۰۰۰٫۰۰۰ تومان,۱۵۰,۲۰۱۴ - ۱۳۹۳
بدون رنگ,تیبا صندوق‌دار SX,تهران، نارمک,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، شهرک شریعتی,سفید,دنده‌ای,۵۷٫۵۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، مطهری,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
دنده‌ای,تیبا صندوق‌دار SX,تهران، مجیدیه,بدون رنگ,۲۷٫۰۰۰٫۰۰۰ تومان,۰,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,تیبا صندوق‌دار EX,تهران، صادقیه,سفید,۰,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، میدان انقلاب,نقدی و قسطی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، شهرک ولیعصر,آبی,دنده‌ای,۱۴۵٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
چند لکه رنگ,تیبا صندوق‌دار EX,تهران، جوادیه,سفید,دنده‌ای,۱۶۰٫۰۰۰,,۲۰۱۳ - ۱۳۹۲
دنده‌ای,تیبا صندوق‌دار EX,تهران، پردیس,سفید,۱۶۰٫۰۰۰,,,۲۰۱۳ - ۱۳۹۲
چند لکه رنگ,تیبا صندوق‌دار EX,تهران، بومهن,سفید,دنده‌ای,۱۳۰٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
,تیبا صندوق‌دار SX,تهران، ستارخان,,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، شهران شمالی,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
,تیبا صندوق‌دار SX,تهران، شهریار,,,,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,تیبا صندوق‌دار SX,تهران، شهرک گلستان غربی,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
,تیبا صندوق‌دار EX,تهران، عباس‌آباد,,,,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,تیبا صندوق‌دار EX,تهران، پاکدشت,یک لکه رنگ,۱۶۰٫۰۰۰,,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,تیبا صندوق‌دار LX,تهران، فرمانیه,سفید,دنده‌ای,۵۵٫۰۰۰٫۰۰۰ تومان,۴۰٫۰۰۰,۲۰۱۸ - ۱۳۹۷
دو لکه رنگ,تیبا صندوق‌دار SX,تهران، فرحزاد,نوک‌مدادی,دنده‌ای,۵۰٫۰۰۰٫۰۰۰ تومان,۷۲٫۰۰۰,۲۰۱۷ - ۱۳۹۶
دنده‌ای,تیبا صندوق‌دار EX,تهران، ده‌ونک,سفید,۵۳٫۰۰۰,,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,تیبا صندوق‌دار SX,تهران، چیتگر,سفید,دنده‌ای,۵۵٫۲۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
۱۱۲٫۰۰۰,تیبا صندوق‌دار EX,تهران، رباط کریم,۴۵٫۰۰۰٫۰۰۰ تومان,,,,۲۰۱۵ - ۱۳۹۴
دو لکه رنگ,تیبا صندوق‌دار SX,تهران، بازار,سفید,دنده‌ای,۴۸٫۵۰۰٫۰۰۰ تومان,۴۴,۲۰۱۶ - ۱۳۹۵
دنده‌ای,تیبا صندوق‌دار SX,تهران، خانی‌آباد,نقدی,توافقی,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، پاسداران,سفید,دنده‌ای,۶٫۴۰۰٫۰۰۰ تومان,۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,تیبا صندوق‌دار EX,تهران، چیتگر,سفید,دنده‌ای,۱۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، نازی‌آباد,سفید,دنده‌ای,۳۴٫۶۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
دنده‌ای,تیبا صندوق‌دار EX,تهران، استاد معین,بدون رنگ,۵۵٫۵۰۰٫۰۰۰ تومان,۰,,۲۰۱۹ - ۱۳۹۸
۰,تیبا صندوق‌دار SX,تهران، جنت‌‌آباد مرکزی,دنده‌ای,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، آذری,سفید,دنده‌ای,۴۶٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
دو لکه رنگ,تیبا صندوق‌دار EX دوگانه سوز,تهران، شهر ری,سفید,دنده‌ای,۴۸٫۰۰۰٫۰۰۰ تومان,۱۳۰,۲۰۱۴ - ۱۳۹۳
یک لکه رنگ,تیبا صندوق‌دار EX,تهران، افسریه,سفید,دنده‌ای,۵۵٫۵۰۰٫۰۰۰ تومان,۱۹٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,تیبا صندوق‌دار SX,تهران، شمس‌آباد,سفید,دنده‌ای,۵۲٫۰۰۰٫۰۰۰ تومان,۱۰۰٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,تیبا صندوق‌دار EX,تهران، تهرانپارس شرقی,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، پاکدشت,سفید,دنده‌ای,۴۸٫۰۰۰٫۰۰۰ تومان,۷۰,۲۰۱۴ - ۱۳۹۳
بدون رنگ,تیبا صندوق‌دار SX,تهران، شهران جنوبی,سفید,دنده‌ای,۷,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، شهرک ژاندارمری,سفید,دنده‌ای,سنسور عقب و جلو,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، مطهری,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، میدان آزادی,سفید,دنده‌ای,۱۹٫۰۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، جیحون,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، شهریار,سفید,دنده‌ای,سنسور عقب و جلو,۱۲۵٫۰۰۰,۲۰۱۶ - ۱۳۹۵
بدون رنگ,تیبا صندوق‌دار SX,تهران، تهرانپارس غربی,سفید,دنده‌ای,هستم,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار,تهران، بوستان ولایت,سفید,دنده‌ای,۴۹٫۰۰۰٫۰۰۰ تومان,۴۲,۲۰۱۵ - ۱۳۹۴
بدون رنگ,تیبا صندوق‌دار SX,تهران، امام حسین(ع),سفید,دنده‌ای,۸۰٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,تیبا صندوق‌دار SX,تهران، شهر قدس,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، میرداماد,سفید,دنده‌ای,۴۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار LX,تهران، تهرانپارس شرقی,سفید,دنده‌ای,۴۳٫۳۰۰٫۰۰۰ تومان,۱۲۰,۲۰۱۳ - ۱۳۹۲
,تیبا صندوق‌دار SX,تهران، صادقیه,۸۲٫۰۰۰,,,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,تیبا صندوق‌دار SX,تهران، پرند,نقدی,دنده‌ای,توافقی,۲۰۶٫۰۰۰,۲۰۱۲ - ۱۳۹۱
بدون رنگ,تیبا صندوق‌دار LX,تهران، پردیس,سفید,دنده‌ای,۵۳٫۵۰۰٫۰۰۰ تومان,۱۸۰٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,تیبا صندوق‌دار SX,تهران، بریانک,مشکی,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار LX,تهران، امام حسین(ع),قهوه‌ای,دنده‌ای,۵۱٫۰۰۰٫۰۰۰ تومان,۷۱,۲۰۱۴ - ۱۳۹۳
بدون رنگ,تیبا صندوق‌دار SX,تهران، ستارخان,سفید,دنده‌ای,هستم,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، مهرآباد جنوبی,سفید,دنده‌ای,۵۰٫۰۰۰٫۰۰۰ تومان,۱۰۵,۲۰۱۶ - ۱۳۹۵
یک لکه رنگ,تیبا صندوق‌دار SX,تهران، فلاح,سفید,دنده‌ای,۴۸٫۰۰۰٫۰۰۰ تومان,۱۱۱,۲۰۱۶ - ۱۳۹۵
۰,تیبا صندوق‌دار EX,تهران، پیروزی,دنده‌ای,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، نارمک,سفید,دنده‌ای,۸۴٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,تیبا صندوق‌دار SX,تهران، شهرآرا,سفید,دنده‌ای,۸۵٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,تیبا صندوق‌دار SX,تهران، پاسداران,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، شهریار,نقدی,دنده‌ای,توافقی,۷۴٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,تیبا صندوق‌دار EX,تهران، سرسبز,سفید,دنده‌ای,۲۰٫۰۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
,تیبا صندوق‌دار EX,تهران، صادقیه,۰,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، ستارخان,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، سهروردی شمالی,سفید,دنده‌ای,۱۵٫۰۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
دو لکه رنگ,تیبا صندوق‌دار EX,تهران، جنت‌آباد جنوبی,سفید,دنده‌ای,۱۰۵٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
دنده‌ای,تیبا صندوق‌دار SX,تهران، بازار,سفید,۰,,,۲۰۱۹ - ۱۳۹۸
دو لکه رنگ,تیبا صندوق‌دار EX,تهران، تجریش,قهوه‌ای,دنده‌ای,۴۵٫۰۰۰٫۰۰۰ تومان,۱,۲۰۱۴ - ۱۳۹۳
چند لکه رنگ,تیبا صندوق‌دار SX,تهران، شهر ری,سفید,دنده‌ای,۱۳۰٫۰۰۰,,۲۰۱۵ - ۱۳۹۴
,تیبا صندوق‌دار SX,تهران، پردیس,۸۰٫۰۰۰,,,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,تیبا صندوق‌دار EX,تهران، صادقیه,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
,تیبا صندوق‌دار SX,تهران، پرند,,,,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,تیبا صندوق‌دار EX,تهران، کاظم‌آباد,سرمه‌ای,دنده‌ای,۵۷٫۵۰۰٫۰۰۰ تومان,صندلی کودک,۲۰۱۵ - ۱۳۹۴
توافقی,تیبا صندوق‌دار EX,تهران، حکیمیه,تک برگی,۰,,,۲۰۱۹ - ۱۳۹۸
دو لکه رنگ,تیبا صندوق‌دار SX دوگانه‌ سوز,تهران، شهر قدس,سفید,دنده‌ای,۷۴٫۵۰۰,,۲۰۱۵ - ۱۳۹۴
بدون رنگ,تیبا صندوق‌دار EX,تهران، صادقیه,مشکی,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، هاشم‌آباد,سفید,دنده‌ای,۹۷٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
بدون رنگ,تیبا صندوق‌دار LX,تهران، صادقیه,مشکی,دنده‌ای,۱,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، نظام‌آباد,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
دنده‌ای,تیبا صندوق‌دار EX,تهران، چیتگر,بدون رنگ,توافقی,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، پیروزی,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,تیبا صندوق‌دار SX,تهران، صادقیه,سفید,۰,,,۲۰۱۹ - ۱۳۹۸
یک لکه رنگ,تیبا صندوق‌دار EX,تهران، آذری,سفید,دنده‌ای,۹۰٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,تیبا صندوق‌دار SX,تهران، شهریار,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، شهریار,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، ستارخان,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، پیروزی,سفید,دنده‌ای,۳۱٫۰۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
۲۹٫۵۰۰٫۰۰۰ تومان,تیبا صندوق‌دار EX,تهران، ستارخان,دنده‌ای,۱,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، لویزان,نوک‌مدادی,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، جمهوری,آبی,دنده‌ای,۴۸٫۵۰۰٫۰۰۰ تومان,سنسور عقب و جلو,۲۰۱۶ - ۱۳۹۵
بدون رنگ,تیبا صندوق‌دار EX,تهران، شوش,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
توافقی,تیبا صندوق‌دار SX,تهران، شهریار,دنده‌ای,۰,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، صادقیه,سفید,دنده‌ای,۲۲٫۷۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، پاسداران,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، فدک,قرمز,دنده‌ای,هستم,۴۸٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,تیبا صندوق‌دار SX,تهران، مرزداران,سفید,دنده‌ای,۱۲۳٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,تیبا صندوق‌دار SX,تهران، جنت‌آباد جنوبی,سفید,دنده‌ای,۷۱٫۵۰۰,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,تیبا صندوق‌دار SX,تهران، نواب,سفید,دنده‌ای,۶٫۰۰۰٫۰۰۰ تومان,۱۸٫۰۰۰,۲۰۱۹ - ۱۳۹۸
دنده‌ای,تیبا صندوق‌دار SX,تهران، جمهوری,یک لکه رنگ,۴۶٫۲۰۰٫۰۰۰ تومان,۱۵۰,,۲۰۱۴ - ۱۳۹۳
دو لکه رنگ,تیبا صندوق‌دار SX,تهران، فلاح,سفید,دنده‌ای,۱۲۰٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
دو لکه رنگ,تیبا صندوق‌دار SX,تهران، بومهن,نقدی,دنده‌ای,توافقی,۱۱۴,۲۰۱۴ - ۱۳۹۳
یک لکه رنگ,تیبا صندوق‌دار EX,تهران، پردیس,سفید,دنده‌ای,۴۶٫۰۰۰٫۰۰۰ تومان,۱۰۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
۰,تیبا صندوق‌دار SX دوگانه‌ سوز,تهران، جمهوری,توافقی,,,,۲۰۱۸ - ۱۳۹۷
بدون رنگ,تیبا صندوق‌دار SX,تهران، صادقیه,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
۱,تیبا صندوق‌دار EX,تهران، تهرانپارس شرقی,۱۷٫۰۰۰٫۰۰۰ تومان,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، طالقانی,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
۱۱۰٫۰۰۰,تیبا صندوق‌دار EX,تهران، شهر ری,دنده‌ای,,,,۲۰۱۲ - ۱۳۹۱
۱,تیبا صندوق‌دار EX,تهران، ستارخان,توافقی,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، نظام‌آباد,نقدی,دنده‌ای,توافقی,۳٫۷۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,تیبا صندوق‌دار SX,تهران، تهرانپارس شرقی,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، خانی‌آباد,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، نارمک,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
نقدی,فروشی,تهران، آذربایجان,سفید,بدون رنگ,دنده‌ای,توافقی,تیبا صندوق‌دار SX
بدون رنگ,تیبا صندوق‌دار SX,تهران، جنت‌‌آباد مرکزی,سفید,دنده‌ای,۵۵٫۵۰۰٫۰۰۰ تومان,۰,۲۰۱۹ - ۱۳۹۸
توافقی,تیبا صندوق‌دار SX,تهران، تهران‌نو,تک برگی,۰,,,۲۰۱۹ - ۱۳۹۸
۵۵٫۰۰۰٫۰۰۰ تومان,تیبا صندوق‌دار,تهران، تهرانپارس غربی,دنده‌ای,۳۷٫۰۰۰,,,۲۰۱۷ - ۱۳۹۶
بدون رنگ,تیبا صندوق‌دار EX,تهران، شهر ری,سفید,دنده‌ای,۵۵٫۰۰۰٫۰۰۰ تومان,۴۹٫۰۰۰,۲۰۱۸ - ۱۳۹۷
بدون رنگ,تیبا صندوق‌دار SX,تهران، رباط کریم,سفید,دنده‌ای,هستم,۷۰٫۰۰۰,۲۰۱۷ - ۱۳۹۶
یک لکه رنگ,تیبا صندوق‌دار LX,تهران، جمهوری,سفید,دنده‌ای,۴۴٫۰۰۰٫۰۰۰ تومان,۱۰۰,۲۰۱۳ - ۱۳۹۲
دنده‌ای,تیبا صندوق‌دار SX,تهران، شهرک رضویه,بدون رنگ,۵۳٫۰۰۰٫۰۰۰ تومان,۵۳٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
دنده‌ای,تیبا صندوق‌دار SX,تهران، ازگل,بدون رنگ,۰,,,۲۰۱۹ - ۱۳۹۸
تک برگی,تیبا صندوق‌دار SX,تهران، نارمک,سفید,دنده‌ای,۴۵٫۰۰۰٫۰۰۰ تومان,۱۰۰٫۰۰۰,۲۰۱۶ - ۱۳۹۵
تصادفی,تیبا صندوق‌دار SX,تهران، شهریار,سفید,دنده‌ای,۱۳۶٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,تیبا صندوق‌دار SX,تهران، تهران‌سر,سفید,دنده‌ای,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، صادقیه,سفید,دنده‌ای,۲۱٫۳۰۰٫۰۰۰ تومان,۱,۲۰۱۹ - ۱۳۹۸
,تیبا صندوق‌دار SX,تهران، استاد معین,۰,,,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، استاد معین,نقدی,دنده‌ای,توافقی,۰,۲۰۱۹ - ۱۳۹۸
۰,تیبا صندوق‌دار SX,تهران، سید خندان,توافقی,,,,۲۰۱۹ - ۱۳۹۸
دنده‌ای,تیبا صندوق‌دار EX,تهران، پیروزی,بدون رنگ,۳۱٫۰۰۰٫۰۰۰ تومان,۰,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، بهاران,سفید,دنده‌ای,۴۰٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
دو لکه رنگ,تیبا صندوق‌دار SX,تهران، اندیشه,سفید,دنده‌ای,۴۵٫۰۰۰٫۰۰۰ تومان,۱۰۰٫۰۰۰,۲۰۱۵ - ۱۳۹۴
دنده‌ای,تیبا صندوق‌دار SX,تهران، افسریه,بدون رنگ,۱۰۷٫۰۰۰,,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,تیبا صندوق‌دار SX,تهران، مجیدیه,سفید,دنده‌ای,۱,,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار EX,تهران، تهران‌سر,نقره‌ای,دنده‌ای,۱۶۹٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
بدون رنگ,تیبا صندوق‌دار SX,تهران، یوسف‌آباد,خاکستری,دنده‌ای,۵۲٫۰۰۰,,۲۰۱۶ - ۱۳۹۵
بدون رنگ,تیبا صندوق‌دار EX,تهران، صادقیه,سفید,دنده‌ای,۱,,۲۰۱۹ - ۱۳۹۸
دو لکه رنگ,تیبا صندوق‌دار SX,تهران، رباط کریم,نوک‌مدادی,دنده‌ای,۲۵۰٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
دو لکه رنگ,تیبا صندوق‌دار SX,تهران، نارمک,سفید,دنده‌ای,۱۳۸٫۰۰۰,,۲۰۱۳ - ۱۳۹۲
بدون رنگ,تیبا صندوق‌دار SX,تهران، جیحون,سفید,دنده‌ای,۱۰۰٫۰۰۰,,۲۰۱۴ - ۱۳۹۳
بدون رنگ,تیبا صندوق‌دار SX,تهران، اکباتان,سفید,دنده‌ای,هستم,۱۰,۲۰۱۹ - ۱۳۹۸
تصادفی,تیبا صندوق‌دار EX,تهران، شهرک آپادانا,نقدی,دنده‌ای,توافقی,۶۰٫۰۰۰,۲۰۱۷ - ۱۳۹۶
بدون رنگ,تیبا صندوق‌دار SX,تهران، دولاب,سفید,دنده‌ای,۱۰۰٫۰۰۰,,۲۰۱۱ - ۱۳۹۰
بدون رنگ,تیبا صندوق‌دار EX,تهران، سلیمانیه,سفید,دنده‌ای,آینه تاشو برقی,۰,۲۰۱۹ - ۱۳۹۸
بدون رنگ,تیبا صندوق‌دار SX,تهران، قرچک,سفید,دنده‌ای,۴۶٫۰۰۰,,۲۰۱۷ - ۱۳۹۶
